state_fips,county_fips,state,county,TOT_POP,MALE_PERC,FEMALE_PERC,WHITE_POP_PERC,BLACK_POP_PERC,ASIAN_POP_PERC,HISP_POP_PERC,AGE_OTO4,AGE_5TO14,AGE_15TO24,AGE_25TO34,AGE_35TO44,AGE_45TO54,AGE_55TO64,AGE_65TO74,AGE_75TO84,AGE_84PLUS
1,87,Alabama,Macon County,18439,0.4546341992515863,0.5453658007484137,0.1803243125982971,0.8152828244481805,0.009436520418677803,0.018276479201692064,855,1677,3864,2079,1657,2058,2493,2272,1059,425
1,89,Alabama,Madison County,366519,0.48858040101604555,0.5114195989839544,0.7119167082743323,0.2617981605319233,0.0351905358248822,0.050687686040832805,21403,44635,48609,51209,44638,49370,51530,31777,17125,6223
1,91,Alabama,Marengo County,19066,0.4685303681946921,0.5314696318053079,0.47786635896360014,0.51924892478758,0.004405748452743103,0.02580509808035246,1209,2383,2258,2296,2083,2421,2679,2078,1149,510
1,93,Alabama,Marion County,29763,0.4934314417229446,0.5065685582770554,0.9521889594462923,0.04468635554211605,0.004771024426301112,0.025736652891173606,1597,3425,3372,3392,3343,4125,4188,3485,2135,701
1,95,Alabama,Marshall County,96109,0.4942513188150954,0.5057486811849047,0.9471849670686409,0.03892455441217784,0.009551654891841555,0.1432540136719766,6769,13286,11562,11971,11242,12325,12579,9430,5266,1679
1,97,Alabama,Mobile County,413757,0.4763109747992179,0.5236890252007821,0.6062833982264952,0.36997803058316836,0.024753659756813783,0.03056866711620589,26937,53399,53409,57908,49528,50523,55012,40078,19725,7238
1,99,Alabama,Monroe County,21067,0.4749133716238667,0.5250866283761333,0.5673327953671619,0.42189205866995777,0.006882802487302416,0.016138985142640148,1105,2583,2626,2264,2309,2775,3130,2387,1321,567
1,101,Alabama,Montgomery County,225763,0.4718310794948685,0.5281689205051315,0.37063646390241095,0.5991238599770556,0.036485163645061415,0.03515633651218313,15223,28989,30751,32783,28083,27297,28464,20192,9969,4012
1,103,Alabama,Morgan County,119089,0.49275751748692154,0.5072424825130785,0.8487097884775252,0.14088622794716557,0.010009320760103788,0.08453341618453425,7124,15271,14206,14550,14448,16359,16328,12081,6532,2190
1,105,Alabama,Perry County,9140,0.4683807439824945,0.5316192560175055,0.31159737417943106,0.6822757111597374,0.0073304157549234136,0.014442013129102845,500,1083,1730,957,913,1000,1183,940,599,235
1,107,Alabama,Pickens County,19938,0.4989467348781222,0.5010532651218779,0.5878724044538068,0.4090681111445481,0.004614304343464741,0.0475473969304845,1056,2112,2415,2693,2276,2724,2869,2140,1223,430
1,109,Alabama,Pike County,33338,0.482872397864299,0.517127602135701,0.5913372127902093,0.3867658527806107,0.02570640110384546,0.02405663207150999,1788,3517,8569,4078,3312,3369,3718,2877,1545,565
1,111,Alabama,Randolph County,22725,0.4865126512651265,0.5134873487348734,0.793971397139714,0.20488448844884488,0.006028602860286028,0.029086908690869086,1314,2688,2800,2452,2446,3042,3358,2658,1476,491
1,113,Alabama,Russell County,57781,0.4801751440785033,0.5198248559214966,0.5218497429951022,0.47159100742458593,0.01593949568197158,0.05616032952008446,3972,7785,7000,8788,7223,7338,7395,4999,2388,893
1,115,Alabama,St. Clair County,88690,0.4964144773931672,0.5035855226068328,0.8910474687112414,0.10156725673694893,0.011624760401398128,0.025076107791182772,5289,11485,9627,11826,11301,12254,12170,8944,4493,1301
1,117,Alabama,Shelby County,215707,0.4833871872493707,0.5166128127506293,0.841284705642376,0.13702383325529538,0.027212839638954694,0.05778671994881946,12461,28890,26968,26163,29561,30589,27988,20280,9391,3416
1,119,Alabama,Sumter County,12691,0.45717437554172247,0.5428256244582775,0.2594752186588921,0.7223229059963754,0.02166889921991963,0.01150421558584824,728,1277,2878,1369,1053,1320,1780,1262,664,360
1,121,Alabama,Talladega County,79828,0.483289071503733,0.516710928496267,0.6589542516410282,0.33857794257653956,0.009457834343839254,0.023588214661522274,4281,9478,9796,10261,9476,10874,11292,8664,4349,1357
1,123,Alabama,Tallapoosa County,40497,0.48477665012223126,0.5152233498777687,0.7162012000888954,0.27952687853421243,0.008370990443736574,0.02350791416648147,2235,4733,4473,4624,4137,5385,6179,5211,2706,814
1,125,Alabama,Tuscaloosa County,208911,0.48149211865339786,0.5185078813466022,0.6576867661348612,0.32775679595617274,0.020166482377663216,0.03884429254562948,12541,24027,41436,30798,25055,23400,23911,16905,7685,3153
1,127,Alabama,Walker County,63711,0.48720001255670137,0.5127999874432987,0.9246440959959819,0.07031752758550329,0.007926417730062313,0.02564706251667687,3832,7858,7365,7544,7325,8477,8999,7290,3954,1067
1,129,Alabama,Washington County,16378,0.4918182928318476,0.5081817071681524,0.6743192086945903,0.24099401636341433,0.011845158138966907,0.015813896690682623,873,2014,2062,1821,1825,2248,2405,1848,957,325
1,131,Alabama,Wilcox County,10627,0.4757692669615131,0.5242307330384869,0.2812647031147078,0.7175119977416016,0.0037639973652018443,0.014114990119506916,679,1342,1487,1159,1154,1279,1461,1222,595,249
1,133,Alabama,Winston County,23660,0.492603550295858,0.507396449704142,0.975316990701606,0.014539306846999155,0.005494505494505495,0.03195266272189349,1289,2642,2667,2473,2622,3336,3530,2937,1611,553
2,13,Alaska,Aleutians East Borough,3515,0.6753911806543386,0.32460881934566144,0.23442389758179233,0.12460881934566145,0.4480796586059744,0.14708392603129444,83,155,377,564,744,776,492,226,70,28
2,16,Alaska,Aleutians West Census Area,5723,0.6552507426175083,0.3447492573824917,0.3676393499912633,0.07950375677092435,0.42862135243753274,0.13821422330945307,180,351,628,1057,1036,1148,929,327,46,21
2,20,Alaska,Anchorage Municipality,291538,0.5089696711920916,0.4910303288079084,0.7114612846352791,0.08579327566217783,0.12797645589940249,0.09297930286960876,20944,39089,39959,50523,38260,35043,35387,21160,8166,3007
2,50,Alaska,Bethel Census Area,18216,0.5147123407992973,0.48528765920070266,0.13592446201141853,0.013998682476943346,0.014877031181379008,0.024264382960035132,2043,3517,2893,2825,1859,1820,1857,948,373,81
2,60,Alaska,Bristol Bay Borough,877,0.5336374002280502,0.4663625997719498,0.6339794754846066,0.03534777651083238,0.04903078677309008,0.07525655644241733,56,88,99,138,96,108,165,83,39,5
2,68,Alaska,Denali Borough,2059,0.5565808644973288,0.4434191355026712,0.868382710053424,0.0305973773676542,0.05973773676542011,0.03205439533754249,114,214,186,323,291,363,323,183,54,8
2,70,Alaska,Dillingham Census Area,5000,0.5036,0.4964,0.2512,0.0166,0.02,0.0376,498,861,722,778,520,524,627,314,121,35
2,90,Alaska,Fairbanks North Star Borough,98971,0.538642632690384,0.46135736730961596,0.8201897525537784,0.07162704226490588,0.05475341261581675,0.08367097432581261,7506,13013,16398,18487,12385,10135,10843,7114,2394,696
2,100,Alaska,Haines Borough,2474,0.4939369442198868,0.5060630557801131,0.8742926434923202,0.018997574777687955,0.02263540824575586,0.03233629749393695,89,240,251,243,297,324,484,391,106,49
2,105,Alaska,Hoonah-Angoon Census Area,2151,0.5271966527196653,0.47280334728033474,0.5829846582984658,0.030683403068340307,0.02603440260344026,0.06369130636913063,102,234,182,212,225,320,393,323,136,24
2,110,Alaska,Juneau City and Borough,32113,0.5079874194251549,0.4920125805748451,0.7675084856600131,0.025472550057609067,0.10329150188397222,0.06794756017812101,1843,3781,3964,4852,4426,4297,4652,2981,989,328
2,122,Alaska,Kenai Peninsula Borough,58533,0.520868569866571,0.479131430133429,0.886798899765944,0.014043360155809544,0.030051423983052297,0.04255718996121846,3552,7445,6606,7390,6921,7123,9308,6881,2617,690
2,130,Alaska,Ketchikan Gateway Borough,13918,0.5102744647219428,0.4897255352780572,0.752981750251473,0.019255640178186522,0.10382238827417732,0.05776692053455956,819,1721,1655,1940,1771,1728,2122,1402,552,208
2,150,Alaska,Kodiak Island Borough,13345,0.5317347321094043,0.46826526789059575,0.6189584113900337,0.02143124765829899,0.2445859872611465,0.08834769576620458,1042,1861,1751,2166,1820,1517,1809,918,370,91
2,158,Alaska,Kusilvak Census Area,8303,0.5267975430567264,0.4732024569432735,0.06058051306756594,0.011441647597254004,0.009635071660845478,0.02577381669276165,1088,1841,1370,1318,745,729,716,343,106,47
2,164,Alaska,Lake and Peninsula Borough,1587,0.5122873345935728,0.4877126654064272,0.3320730938878387,0.023944549464398234,0.04473850031505986,0.03528670447385003,161,228,189,234,207,191,215,112,37,13
2,170,Alaska,Matanuska-Susitna Borough,107610,0.519161787937924,0.480838212062076,0.8929560449772326,0.023845367530898616,0.033955952049066075,0.05060867949075365,7681,16451,13411,15422,14433,13124,14274,8766,3186,862
2,180,Alaska,Nome Census Area,10008,0.5262789768185452,0.4737210231814548,0.21482813749000798,0.014188649080735413,0.023281374900079935,0.025079936051159074,1009,1964,1486,1569,1167,995,1044,545,186,43
2,185,Alaska,North Slope Borough,9872,0.622467585089141,0.377532414910859,0.36912479740680715,0.023905996758508914,0.07475688816855754,0.04294975688816856,788,1473,1113,1645,1259,1558,1363,481,144,48
2,188,Alaska,Northwest Arctic Borough,7671,0.5398253161256681,0.4601746838743319,0.1741624299309086,0.022161387042106635,0.01838091513492374,0.03780471907182897,780,1554,1143,1251,793,831,758,333,162,66
2,195,Alaska,Petersburg Borough,3221,0.5277864017385905,0.4722135982614095,0.8162061471592673,0.03632412294318535,0.05246817758460105,0.06022974231605092,193,368,355,386,373,417,514,417,149,49
2,198,Alaska,Prince of Wales-Hyder Census Area,6422,0.5476487075677359,0.4523512924322641,0.5404858299595142,0.0165057614450327,0.025070071628776083,0.0369043911554033,389,838,697,775,719,864,1044,794,247,55
2,220,Alaska,Sitka City and Borough,8647,0.5088469989591766,0.49115300104082343,0.7306580316872904,0.02220423268185498,0.10315716433445125,0.06985081531166878,437,1105,1017,1254,1173,1039,1261,840,372,149
2,230,Alaska,Skagway Municipality,1148,0.5200348432055749,0.4799651567944251,0.9041811846689896,0.016550522648083623,0.04355400696864112,0.054878048780487805,61,99,70,215,224,160,152,108,50,9
2,240,Alaska,Southeast Fairbanks Census Area,6918,0.5514599595258746,0.4485400404741255,0.8198901416594392,0.029054640069384217,0.032379300375831165,0.06374674761491761,515,945,743,1012,859,868,971,677,275,53
2,261,Alaska,Valdez-Cordova Census Area,9164,0.5241161065037102,0.47588389349628984,0.7880838061981668,0.018332605848974247,0.057944129201222175,0.05303360977738979,622,1152,1029,1230,1121,1173,1581,914,276,66
2,275,Alaska,Wrangell City and Borough,2503,0.5177786656012785,0.48222133439872156,0.7842588893328006,0.01797842588893328,0.0519376747902517,0.02996404314822213,116,301,265,256,220,299,498,357,150,41
2,282,Alaska,Yakutat City and Borough,604,0.554635761589404,0.445364238410596,0.48013245033112584,0.052980132450331126,0.09437086092715231,0.046357615894039736,33,55,61,80,70,102,85,75,30,13
2,290,Alaska,Yukon-Koyukuk Census Area,5327,0.5297540829735311,0.47024591702646895,0.2842125023465365,0.016895062887178524,0.011075652337150367,0.02778299230336024,371,871,643,720,636,541,735,542,200,68
4,1,Arizona,Apache County,71818,0.4916594725556267,0.5083405274443733,0.2368347767969033,0.012169651062407753,0.007129131972486006,0.06391155420646634,4799,11347,10184,9390,7726,8129,9257,6472,3359,1155
4,3,Arizona,Cochise County,126770,0.5078488601404118,0.49215113985958825,0.905624359075491,0.05759249033683048,0.035071389129920326,0.35633825037469435,7409,15304,15888,15804,13896,13386,16757,16152,9205,2969
4,5,Arizona,Coconino County,142854,0.4940708695591303,0.5059291304408697,0.6839780475170454,0.02279250143503157,0.030702675458860094,0.14272613997507946,7882,16647,33584,20286,15773,14435,16392,11394,4827,1634
4,7,Arizona,Gila County,53889,0.4944237228376849,0.5055762771623151,0.8011282450964019,0.012043274137579097,0.012210284102507005,0.18738518064911205,3034,6040,5194,5320,4665,5613,8517,8961,4955,1590
4,9,Arizona,Graham County,38072,0.5327537297751629,0.46724627022483717,0.8339724732086573,0.02458499684807733,0.011031729354906494,0.3313984030258458,2730,5855,5683,5595,4905,4042,3952,3018,1667,625
4,11,Arizona,Greenlee County,9483,0.5136560160286829,0.4863439839713171,0.9265000527259306,0.02857745439207002,0.012865127069492777,0.47295159759569755,756,1433,1238,1405,1274,1066,1063,703,354,191
4,12,Arizona,La Paz County,21098,0.5128448194141625,0.4871551805858375,0.7927765664991943,0.018959143046734288,0.014029765854583372,0.28083230637975165,1002,1989,1755,1962,1694,1772,2637,3852,3429,1006
4,13,Arizona,Maricopa County,4410824,0.49462821459210343,0.5053717854078966,0.8575887407885692,0.07539588974758459,0.057659521214176765,0.3127844139779778,279620,594067,587337,643814,574288,552449,509964,388110,202551,78624
4,15,Arizona,Mohave County,209550,0.5057456454306848,0.4942543545693152,0.9397184442853734,0.018902409926031972,0.01891195418754474,0.16830827964686232,9161,20326,19249,21338,18880,22819,34251,35989,21467,6070
4,17,Arizona,Navajo County,110445,0.5005296754040472,0.49947032459595275,0.5226492824482775,0.016895287247046042,0.010303771107791208,0.11452759291955272,7673,16990,13967,13372,11852,12026,14555,12107,6096,1807
4,19,Arizona,Pima County,1039073,0.49222335678051493,0.507776643219485,0.8758508786196928,0.05275760220889197,0.04503340958719936,0.3755106715312591,58491,121414,159139,133024,118495,113841,129414,116499,63318,25438
4,21,Arizona,Pinal County,447138,0.5209062973847001,0.4790937026153,0.8547316488421919,0.06413456248406532,0.02780796979903296,0.3042595350876016,25250,58775,51893,58724,58302,49980,53085,54870,28706,7553
4,23,Arizona,Santa Cruz County,46511,0.48317602287630884,0.5168239771236912,0.9664165466233794,0.012319666315495258,0.009503128292231945,0.8344477650448281,3211,7059,6564,5208,5060,5276,5712,4915,2565,941
4,25,Arizona,Yavapai County,231993,0.48846732444513413,0.5115326755548659,0.9550288155246064,0.014043527175388912,0.01771605177742432,0.14675442793532564,9689,21284,21802,21099,20392,24503,39946,43542,22311,7425
4,27,Arizona,Yuma County,212128,0.5152832252225071,0.4847167747774928,0.9298961004676422,0.03328179212550913,0.02332553929702821,0.6431258485442751,15229,29617,32493,29504,23229,21453,20775,19578,15003,5247
5,1,Arkansas,Arkansas County,17769,0.4835950250436153,0.5164049749563847,0.7380269007822613,0.25994709888007206,0.010186279475491024,0.03275367212561202,1179,2242,1991,2036,2084,2207,2546,2004,1041,439
5,3,Arkansas,Ashley County,20046,0.4874289134989524,0.5125710865010475,0.7392497256310486,0.25541255113239547,0.004290132694801956,0.05512321660181582,1226,2546,2320,2248,2233,2624,2768,2367,1339,375
5,5,Arkansas,Baxter County,41619,0.4828563877075374,0.5171436122924625,0.9813306422547394,0.007160191258800067,0.007592686032821548,0.025156779355582786,1921,4162,3726,3914,3831,4661,6544,6759,4502,1599
5,7,Arkansas,Benton County,272608,0.49735150839300385,0.5026484916069961,0.9119174785772978,0.02648858434088508,0.04770219509332081,0.16864875572250265,19055,40548,34065,40135,38937,33984,29327,21371,11012,4174
5,9,Arkansas,Boone County,37480,0.49207577374599787,0.5079242262540021,0.9781750266808965,0.008217716115261472,0.009471718249733191,0.02612059765208111,2387,4801,4127,4396,4262,4675,5089,4348,2463,932
5,11,Arkansas,Bradley County,10897,0.48692300633201796,0.513076993667982,0.7018445443700101,0.28374782050105535,0.006699091493071487,0.157107460769019,662,1518,1197,1318,1305,1360,1470,1132,656,279
5,13,Arkansas,Calhoun County,5277,0.5044532878529467,0.49554671214705326,0.7746825848019708,0.22418040553344704,0.007769566041311351,0.04074284631419367,237,580,587,624,561,714,837,665,350,122
5,15,Arkansas,Carroll County,28223,0.49771462991177406,0.5022853700882259,0.9514934627785848,0.013216171207880097,0.017893207667505226,0.15242887007050987,1654,3372,3160,2986,2975,3364,4168,3997,1911,636
5,17,Arkansas,Chicot County,10438,0.5050776010730025,0.4949223989269975,0.4435715654339912,0.5489557386472504,0.009197164207702625,0.05786549147346235,599,1361,1236,1158,1102,1253,1607,1127,677,318
5,19,Arkansas,Clark County,22061,0.47377725397760756,0.5262227460223925,0.7407642445945334,0.25415892298626536,0.008793799011830833,0.04881918317392684,1161,2356,5418,2438,2121,2327,2553,2049,1180,458
5,21,Arkansas,Clay County,14847,0.48865090590691723,0.5113490940930828,0.983902471879841,0.013740149525156597,0.003637098403717923,0.021351114703307066,924,1759,1664,1690,1652,1913,2066,1736,1082,361
5,23,Arkansas,Cleburne County,24965,0.4917684758662127,0.5082315241337872,0.9820949329060685,0.008451832565591828,0.006689365111155618,0.024193871419987984,1095,2763,2430,2422,2655,3016,3897,3568,2266,853
5,25,Arkansas,Cleveland County,8018,0.49613369917685207,0.5038663008231479,0.8766525318034423,0.12372162634073335,0.0036168620603641804,0.02394612122723871,412,1016,913,860,920,1042,1172,983,527,173
5,27,Arkansas,Columbia County,23537,0.4823044568126779,0.5176955431873221,0.6228491311552025,0.36593448612822366,0.012915834643327528,0.028975655351149255,1360,2710,4889,2645,2371,2571,2890,2224,1307,570
5,29,Arkansas,Conway County,20891,0.4911205782394332,0.5088794217605668,0.8703269350437988,0.12502991718922024,0.008616150495428654,0.04020870231200038,1222,2624,2309,2503,2407,2675,3056,2265,1303,527
5,31,Arkansas,Craighead County,108558,0.48573112990290906,0.514268870097091,0.8180143333517567,0.17258055601613884,0.015705889939018773,0.051806407634628494,7597,15051,15884,16739,13889,12467,11901,8651,4534,1845
5,33,Arkansas,Crawford County,63406,0.4929817367441567,0.5070182632558433,0.939989906318014,0.025060719805696623,0.021748730404062708,0.0804497997034981,3970,8806,7726,8006,7726,8211,8414,6137,3326,1084
5,35,Arkansas,Crittenden County,48342,0.4760043026767614,0.5239956973232386,0.44706466426709696,0.5486119730255264,0.009412105415580654,0.02620909354184767,3686,7164,6540,6414,5715,5907,6078,4059,2031,748
5,37,Arkansas,Cross County,16676,0.48236987287119215,0.5176301271288078,0.7581554329575437,0.2368673542816023,0.009834492684096906,0.020028783881026625,1047,2203,1990,1909,2032,2085,2280,1799,964,367
5,39,Arkansas,Dallas County,7182,0.49415204678362573,0.5058479532163743,0.5765803397382345,0.42355889724310775,0.004177109440267335,0.03369534948482317,376,877,785,771,747,843,1118,929,490,246
5,41,Arkansas,Desha County,11512,0.4722897845726199,0.5277102154273802,0.506862404447533,0.4880125086865879,0.008339124391938846,0.06410701876302988,772,1673,1369,1286,1255,1296,1673,1261,681,246
5,43,Arkansas,Drew County,18328,0.48859668267132256,0.5114033173286774,0.7067328677433435,0.28764731558271495,0.007911392405063292,0.038738542121344394,1096,2162,3197,2246,2020,2081,2319,1720,1081,406
5,45,Arkansas,Faulkner County,124806,0.48869445379228565,0.5113055462077144,0.855463679630787,0.13195679694886464,0.01817220325945868,0.041384228322356297,7621,16277,23554,18014,15511,14590,13657,9484,4497,1601
