state_fips,county_fips,state,county,TOT_POP,MALE_PERC,FEMALE_PERC,WHITE_POP_PERC,BLACK_POP_PERC,ASIAN_POP_PERC,HISP_POP_PERC,AGE_OTO4,AGE_5TO14,AGE_15TO24,AGE_25TO34,AGE_35TO44,AGE_45TO54,AGE_55TO64,AGE_65TO74,AGE_75TO84,AGE_84PLUS
8,75,Colorado,Logan County,21528,0.5588071348940914,0.4411928651059086,0.9323671497584541,0.04403567447045708,0.01272761055369751,0.16341508732813081,1143,2166,2958,3293,2730,2546,2868,2064,1135,625
8,77,Colorado,Mesa County,153207,0.49423329221249684,0.5057667077875032,0.9622471558088077,0.016611512528800904,0.016500551541378656,0.14788488776622477,8659,18886,19554,20110,18572,16800,21388,17043,8511,3684
8,79,Colorado,Mineral County,776,0.4961340206185567,0.5038659793814433,0.9806701030927835,0.006443298969072165,0.00902061855670103,0.06443298969072164,33,54,55,86,70,84,152,161,59,22
8,81,Colorado,Moffat County,13188,0.5128146800121323,0.48718531998786774,0.9664846830451926,0.014861995753715499,0.013876251137397634,0.1565059144676979,939,1920,1540,1690,1639,1547,1893,1249,540,231
8,83,Colorado,Montezuma County,26158,0.49319519840966436,0.5068048015903357,0.8456686291000841,0.01078064072176772,0.010704182276932487,0.12718862298340852,1463,3282,2746,3007,2798,2971,4106,3552,1586,647
8,85,Colorado,Montrose County,42214,0.49308286350499836,0.5069171364950017,0.9626901028094945,0.011489079452314399,0.013099919457999716,0.2070640072014024,2368,5166,4489,4376,4671,4918,6390,5619,2971,1246
8,87,Colorado,Morgan County,28558,0.5045871559633027,0.4954128440366973,0.9311226276349884,0.043525456964773446,0.011975628545416346,0.3632257160865607,2113,4139,3701,3976,3353,3273,3581,2370,1344,708
8,89,Colorado,Otero County,18432,0.4896375868055556,0.5103624131944444,0.9312065972222222,0.024142795138888888,0.015516493055555556,0.4208441840277778,1113,2505,2479,2072,2095,1977,2425,2101,1187,478
8,91,Colorado,Ouray County,4833,0.5061038692323608,0.49389613076763916,0.9797227394992758,0.008069522036002483,0.011587006000413822,0.06455617628801986,142,436,393,392,543,609,1004,892,334,88
8,93,Colorado,Park County,18556,0.5264065531364518,0.47359344686354815,0.9657253718473809,0.014173313214054753,0.018430696270748007,0.062297909032118993,667,1621,1439,1737,2233,2779,4287,2851,770,172
8,95,Colorado,Phillips County,4286,0.4934671021931871,0.5065328978068129,0.9736350909939337,0.012599160055996267,0.00863275781614559,0.20555296313579094,288,603,463,432,475,454,605,438,322,206
8,97,Colorado,Pitkin County,17950,0.5174930362116992,0.4825069637883008,0.9631197771587744,0.015153203342618384,0.024846796657381615,0.10133704735376045,700,1490,1662,2699,2354,2756,2807,2322,903,257
8,99,Colorado,Prowers County,12164,0.5025485037816507,0.4974514962183492,0.9653896744491943,0.014551134495231832,0.008303189740217034,0.3864682670174285,869,1746,1766,1345,1393,1262,1640,1232,621,290
8,101,Colorado,Pueblo County,167529,0.4927863235618908,0.5072136764381092,0.9283168884193185,0.033427048451312905,0.016600111025553786,0.43090450011639775,9748,21198,21527,22029,19746,19749,22544,18024,8936,4028
8,103,Colorado,Rio Blanco County,6336,0.5108901515151515,0.4891098484848485,0.9610164141414141,0.0211489898989899,0.013257575757575758,0.1029040404040404,373,908,826,800,758,719,967,552,307,126
8,105,Colorado,Rio Grande County,11250,0.4999111111111111,0.5000888888888889,0.9463111111111111,0.016533333333333334,0.010577777777777778,0.4398222222222222,659,1440,1335,1381,1313,1224,1622,1329,659,288
8,107,Colorado,Routt County,25733,0.5206932732289279,0.47930672677107217,0.9724089690280963,0.01348463062993044,0.01519449733804842,0.07025997746084794,1166,2621,2880,3847,3706,3555,3984,2776,911,287
8,109,Colorado,Saguache County,6843,0.5006576063130206,0.4993423936869794,0.9425690486628672,0.01987432412684495,0.015344147303814117,0.35905304690925033,398,815,673,583,763,789,1250,1112,360,100
8,111,Colorado,San Juan County,762,0.5603674540682415,0.43963254593175854,0.9763779527559056,0.009186351706036745,0.015748031496062992,0.12335958005249344,28,56,48,98,110,100,144,118,48,12
8,113,Colorado,San Miguel County,8191,0.5321694542790868,0.4678305457209132,0.966548650958369,0.013917714564766207,0.012452691979001344,0.10694664876083507,326,860,748,1298,1202,1320,1236,916,224,61
8,115,Colorado,Sedgwick County,2303,0.49370386452453324,0.5062961354754668,0.9609205384281372,0.018671298306556665,0.0182370820668693,0.16673903603994789,120,262,224,241,245,219,388,305,193,106
8,117,Colorado,Summit County,31007,0.5423291514819234,0.45767084851807655,0.9640081271970845,0.016544651207791788,0.01773793014480601,0.14577353500822396,1404,2812,2956,6297,4662,4376,4265,3078,976,181
8,119,Colorado,Teller County,25083,0.5076745205916358,0.49232547940836424,0.9646772714587569,0.015388908822708608,0.01686401148188016,0.06757564884583184,994,2490,2306,2377,2547,3532,5332,3962,1256,287
8,121,Colorado,Washington County,4909,0.5198614789162762,0.4801385210837238,0.9773884701568547,0.01833367284579344,0.007740884090446119,0.10450193522102261,291,633,552,582,551,559,725,532,323,161
8,123,Colorado,Weld County,314305,0.504207696345906,0.49579230365409394,0.947589125212771,0.02167957875312197,0.02504891745279267,0.296473170964509,22837,46524,41606,48031,42984,37964,36135,24060,10330,3834
8,125,Colorado,Yuma County,10020,0.49790419161676647,0.5020958083832335,0.9769461077844311,0.010578842315369262,0.007085828343313373,0.23912175648702594,745,1540,1156,1217,1125,1154,1232,1010,564,277
9,1,Connecticut,Fairfield County,943823,0.4871125200381851,0.5128874799618148,0.8054571672866628,0.14005380246084276,0.06557161671203181,0.20177088288799913,51672,120762,125649,107921,117070,138536,132295,81895,44357,23666
9,3,Connecticut,Hartford County,892697,0.48629826245635416,0.5137017375436458,0.7751588724953707,0.17359865665505766,0.06502094215618513,0.18453293782772878,47866,105001,115038,118473,109939,119924,123582,84279,44827,23768
9,5,Connecticut,Litchfield County,181111,0.4944536775789433,0.5055463224210567,0.9514110131355908,0.03094787174716058,0.025155843653891813,0.06725157500096626,7493,18626,20352,18893,18925,26867,31453,22393,11109,5000
9,7,Connecticut,Middlesex County,162682,0.4870975276920618,0.5129024723079382,0.908152100416764,0.06574175385107142,0.038240247845489975,0.06430951180831315,6729,16094,20253,18656,17641,23769,26473,18770,9408,4889
9,9,Connecticut,New Haven County,857620,0.48214127469042234,0.5178587253095777,0.7978930062265339,0.16616683379585365,0.04912082274200695,0.18633427392085072,44160,96850,117666,115017,100607,114784,119650,83155,43128,22603
9,11,Connecticut,New London County,266784,0.501161988724961,0.49883801127503896,0.8683841609691736,0.09136979728919276,0.054351085522370154,0.10939936427971693,13233,28902,36325,34994,29671,35435,39613,27829,14267,6515
9,13,Connecticut,Tolland County,150921,0.5009110726804089,0.49908892731959104,0.9076868030293995,0.046620417304417544,0.057334632026026865,0.057202112363421924,6245,14609,33922,16445,15434,19430,20991,13763,7113,2969
9,15,Connecticut,Windham County,117027,0.4951250566108676,0.5048749433891324,0.9432438667999692,0.04443419040050586,0.020012475753458603,0.12284344638416776,5736,13064,15815,14991,14049,16206,17748,11486,5471,2461
10,1,Delaware,Kent County,178550,0.4817866143937273,0.5182133856062727,0.6935648277793335,0.29355362643517224,0.03378325399047886,0.0738896667600112,11170,22780,24597,24334,20739,21650,22797,17824,9508,3151
10,3,Delaware,New Castle County,559335,0.48472382382650825,0.5152761761734918,0.6722286286393664,0.2784860593383214,0.0645677456265029,0.1027666782876094,32142,67038,72954,81311,69127,74358,75377,50819,25275,10934
10,5,Delaware,Sussex County,229286,0.4831564072817355,0.5168435927182645,0.8478319653184233,0.13758362917927827,0.01687412227523704,0.09289708050208037,11499,24083,21161,23418,21602,26483,37465,39551,18272,5752
11,1,District of Columbia,District of Columbia,702455,0.4744887572869437,0.5255112427130564,0.47809610580037154,0.4817006071563303,0.05538575424760305,0.11281719113679879,45617,66195,89824,164087,105674,75453,70302,49104,24046,12153
12,1,Florida,Alachua County,269956,0.48314540147283264,0.5168545985271674,0.7243698973165997,0.2215175806427714,0.07430840581428085,0.10276119071256057,14113,26947,63759,42246,29470,26331,29254,22747,10490,4599
12,3,Florida,Baker County,28355,0.5260800564274378,0.4739199435725622,0.8464115676247576,0.14903897019925938,0.009381061541174397,0.026661964380179863,1778,3776,3486,4267,3662,3848,3523,2419,1224,372
12,5,Florida,Bay County,185287,0.4961438201276938,0.5038561798723062,0.8473611208557535,0.13187649430343198,0.03529659393265583,0.06706352847204607,11333,22153,20847,26717,22381,23792,26386,18407,9468,3803
12,7,Florida,Bradford County,27732,0.5523582864560797,0.4476417135439204,0.7856988316745998,0.2123178998990336,0.009736045002163565,0.042694360305783934,1494,3048,3075,4254,3652,3589,3685,2742,1582,611
12,9,Florida,Brevard County,596849,0.4890734507387966,0.5109265492612034,0.8578049054283412,0.12189347724466322,0.0366675658332342,0.10716445868217925,27825,61479,62760,68145,61921,75554,97820,76228,46510,18607
12,11,Florida,Broward County,1951260,0.4871559915131761,0.5128440084868239,0.6494618861658621,0.316672304049691,0.04765946106618288,0.3042818486516405,113117,229573,223473,263948,260546,274569,261721,181020,97179,46114
12,13,Florida,Calhoun County,14587,0.5458284774113937,0.45417152258860627,0.8434222252690752,0.1421813943922671,0.011379995886748475,0.057448412970453146,715,1727,1559,2111,1922,2019,1903,1472,849,310
12,15,Florida,Charlotte County,184998,0.48787554460048216,0.5121244553995178,0.9196964291505854,0.06844398317819653,0.018675877577054887,0.07411972021319149,5536,12306,13625,14343,13545,19412,31837,39577,25215,9602
12,17,Florida,Citrus County,147929,0.48478662060853517,0.5152133793914648,0.9456225621750975,0.039099838436006465,0.020469279181228834,0.05948123762075049,5633,12420,11738,12669,11448,16235,24081,28867,18566,6272
12,19,Florida,Clay County,216072,0.4931689436854382,0.5068310563145618,0.8349485356732941,0.13802806471916768,0.04504054204154171,0.10336832167055426,11957,28805,26410,27241,27863,29918,29774,21447,9584,3073
12,21,Florida,Collier County,378488,0.49346082306440364,0.5065391769355964,0.902469827312887,0.08032487159434382,0.01954619433112807,0.28202479338842973,16634,36472,36496,35930,36717,43559,50745,59847,44839,17249
12,23,Florida,Columbia County,70503,0.5158078379643419,0.48419216203565807,0.7966469511935662,0.19569380026381855,0.01392848531268173,0.0636426818716934,4191,8605,8662,9230,8235,8497,9769,7710,4118,1486
12,27,Florida,DeSoto County,37489,0.5662994478380325,0.4337005521619675,0.8540371842407106,0.13454613353250286,0.00762890447864707,0.31876016964976395,1885,3922,4644,5358,4548,4362,4453,4259,2990,1068
12,29,Florida,Dixie County,16700,0.5535329341317365,0.44646706586826346,0.8908982035928144,0.10526946107784431,0.006107784431137724,0.04017964071856287,771,1734,1631,1981,1992,2086,2556,2282,1296,371
12,31,Florida,Duval County,950181,0.4845750441231723,0.5154249558768277,0.6340318318299356,0.3219986507833771,0.06259123261778546,0.10136595027684199,64303,118094,115971,157850,120292,118900,121288,81539,37030,14914
12,33,Florida,Escambia County,315534,0.4949672618481685,0.5050327381518315,0.7189462942186896,0.2478401693636819,0.04763036629966977,0.05819658103405655,19025,36456,46416,46443,34609,36599,42838,31335,15752,6061
12,35,Florida,Flagler County,112067,0.4812032087947389,0.5187967912052611,0.8592806089214488,0.1192947076302569,0.03265903432767898,0.10542800289112762,4369,10799,10560,10088,10766,13425,17632,19944,10787,3697
12,37,Florida,Franklin County,11736,0.5576857532379005,0.4423142467620995,0.8592365371506476,0.136332651670075,0.007157464212678937,0.05598159509202454,531,1073,1039,1709,1332,1493,1745,1732,867,215
12,39,Florida,Gadsden County,45894,0.47478973286268356,0.5252102671373164,0.42615592452172396,0.5636466640519457,0.009391205822111823,0.1050899899769033,2747,5706,5382,5483,5755,5981,6643,4962,2344,891
12,41,Florida,Gilchrist County,18256,0.5164877300613497,0.4835122699386503,0.9290644171779141,0.06403374233128835,0.008545135845749343,0.06102103418054338,1037,2002,2809,1894,1867,2275,2631,2057,1201,483
12,43,Florida,Glades County,13724,0.5624453512095599,0.4375546487904401,0.8010055377440979,0.14398134654619643,0.009035266686097347,0.21145438647624598,427,1246,1312,1786,1694,1712,1803,1948,1415,381
12,45,Florida,Gulf County,16164,0.5853130413264044,0.4146869586735956,0.8173100717644147,0.17959663449641178,0.007114575600098985,0.04621380846325167,647,1435,1594,2322,2028,2294,2357,2119,1031,337
12,47,Florida,Hamilton County,14310,0.5788259958071279,0.4211740041928721,0.650314465408805,0.34129979035639413,0.012159329140461216,0.09797344514325647,781,1465,2096,1995,1647,1839,1912,1565,720,290
12,49,Florida,Hardee County,27245,0.5276564507249036,0.47234354927509636,0.8997247201321343,0.08390530372545421,0.014865112864745825,0.4397504129198018,1879,4062,3919,3650,3070,3263,2870,2506,1479,547
12,51,Florida,Hendry County,41556,0.5333285205505823,0.46667147944941767,0.846424102416017,0.1256136298007508,0.012007892963711618,0.5430262777938204,3072,6171,5584,6012,5165,5271,4569,3201,1780,731
12,53,Florida,Hernando County,190865,0.4818851020354701,0.5181148979645299,0.9182249233751605,0.07175228564692322,0.019464019071071176,0.14182275430277946,8695,19870,19110,20118,19357,23455,27848,28122,17845,6445
12,55,Florida,Highlands County,105424,0.48864584914251025,0.5113541508574898,0.870209819395963,0.11435726210350584,0.018828729701016848,0.20810251935043253,4810,10231,9373,10190,9224,10295,14079,17542,14179,5501
12,57,Florida,Hillsborough County,1436888,0.489210014976811,0.510789985023189,0.7676506450050387,0.1953248965820579,0.05343840299313517,0.2923776940165135,89013,181245,182648,219215,195739,190982,172731,122443,59140,23732
12,59,Florida,Holmes County,19477,0.5306772090157622,0.4693227909842378,0.9124608512604611,0.07567900600708528,0.009293012270883607,0.02967602813574986,1072,2182,2307,2467,2297,2601,2680,2141,1311,419
12,61,Florida,Indian River County,157413,0.47912815332914055,0.5208718466708595,0.8830401555144747,0.10272976183669709,0.019579069073075286,0.1268192588922135,6403,14058,14463,14516,13894,17526,24534,27211,17246,7562
12,63,Florida,Jackson County,48305,0.5509781596108063,0.4490218403891937,0.7101128247593417,0.2806127730048649,0.010392298933857779,0.05011903529655315,2436,4909,5633,6544,6666,6260,6433,5258,3032,1134
12,65,Florida,Jefferson County,14288,0.5242861142217246,0.4757138857782755,0.6448068309070548,0.3502239641657335,0.008818589025755878,0.03856382978723404,638,1406,1285,1676,1644,2025,2252,2036,956,370
12,67,Florida,Lafayette County,8732,0.5710032065964269,0.42899679340357305,0.8520384791571233,0.14234997709573982,0.005153458543289051,0.14246449839670178,371,1036,1259,1253,1267,1167,978,795,446,160
12,69,Florida,Lake County,356495,0.4839198305726588,0.5160801694273413,0.8535182821638452,0.12474789267731665,0.02803405377354521,0.16047349892705368,17502,38944,35435,39173,38401,43093,48838,51274,32612,11223
12,71,Florida,Lee County,754610,0.4894872848226236,0.5105127151773764,0.8837041650653981,0.10087197360225812,0.022442056161460888,0.21896476325519143,34544,74719,75088,82673,77371,88217,106104,117275,72569,26050
12,73,Florida,Leon County,292502,0.4739865026563921,0.5260134973436079,0.6384913607428325,0.329365269297304,0.04555866284674977,0.06580125947856767,15155,30175,71945,42524,32118,29755,31675,24414,10518,4223
12,75,Florida,Levy County,40770,0.488177581555065,0.511822418444935,0.8895266127054207,0.10277164581800344,0.009982830512631838,0.0858719646799117,2069,4526,3951,4569,4033,5032,6487,5972,3242,889
12,77,Florida,Liberty County,8457,0.6166489298805723,0.3833510701194277,0.7864490954239092,0.2069291711008632,0.006266997753340428,0.07177486106184226,396,815,996,1438,1318,1223,1042,731,396,102
12,79,Florida,Madison County,18529,0.5288466727832047,0.4711533272167953,0.608937341464731,0.3859355604727724,0.00680015111446921,0.0561282314210157,940,1933,1979,2593,2222,2453,2611,2236,1146,416
12,81,Florida,Manatee County,394855,0.48282787352319206,0.517172126476808,0.8782565751984905,0.10181712274125945,0.027278368008509454,0.16734244216231275,18437,40964,38459,41768,40656,48100,58298,58551,35005,14617
12,83,Florida,Marion County,359977,0.4795917516952472,0.5204082483047529,0.8389119304844476,0.1458982101634271,0.022359761873675263,0.1363781574933954,17802,37659,35399,39209,35392,40928,49410,56073,36456,11649
12,85,Florida,Martin County,160912,0.4941707268569156,0.5058292731430845,0.9151648105796958,0.06471860395744258,0.01892960127274535,0.13941160385800935,6622,14825,14717,15080,14937,19740,25301,24372,17260,8058
12,86,Florida,Miami-Dade County,2761581,0.48548929037388366,0.5145107096261163,0.7979758696196129,0.18773014443537958,0.020886586343112877,0.6905935404393353,159444,305393,325184,394059,379636,405054,344699,240311,143484,64317
12,87,Florida,Monroe County,75027,0.5198795100430512,0.48012048995694884,0.9093926186572834,0.0760659495914804,0.018819891505724606,0.24948351926639742,3467,6164,6355,9274,9156,10897,12448,10557,4986,1723
12,89,Florida,Nassau County,85832,0.49228725883120517,0.5077127411687948,0.9220919936620374,0.06773697455494454,0.015495386336098425,0.04478516171124988,4365,9588,8615,9876,9689,11331,13326,11901,5385,1756
12,91,Florida,Okaloosa County,207269,0.5065735831214508,0.49342641687854916,0.849938968200744,0.12208289710472864,0.05311937626948555,0.09694165552977049,13607,25456,25389,33286,25138,23380,27824,19428,10147,3614
12,93,Florida,Okeechobee County,41537,0.5366059176156198,0.4633940823843802,0.8811902641018851,0.09877940149746009,0.01249488407925464,0.254544141367937,2503,4794,4773,5518,5090,5263,5378,4393,2883,942
12,95,Florida,Orange County,1380645,0.49060040778042147,0.5093995922195785,0.7036957364130533,0.2438360331584151,0.06663262460661502,0.3233010658061993,84175,170629,195042,233203,197462,180557,154757,99754,46003,19063
12,97,Florida,Osceola County,367990,0.493119378243974,0.506880621756026,0.8183564770781815,0.15766461045137095,0.035843365308839914,0.5528546971385092,22984,50974,49829,53674,53589,48719,39616,29484,14385,4736
12,99,Florida,Palm Beach County,1485941,0.48505425181753514,0.5149457481824649,0.7633849527000063,0.20819938342101066,0.03573896944764294,0.229194833442243,75576,158074,161614,177577,170261,190037,197536,172327,119728,63211
12,101,Florida,Pasco County,539630,0.48627022218927785,0.5137297778107222,0.9007597798491559,0.07630413431425236,0.034771973389174066,0.15790819635676298,28068,62289,56957,59997,65305,72074,72835,66888,40373,14844
12,103,Florida,Pinellas County,975280,0.4796858338118284,0.5203141661881716,0.846586621277992,0.12222438684275284,0.04357415306373554,0.10006562218029694,42298,87879,91945,118468,106708,129677,156664,129756,75188,36697
12,105,Florida,Polk County,708009,0.49000648296843685,0.5099935170315631,0.8095108960479316,0.17554155385030415,0.024390932883621534,0.23619615004894007,40901,88465,86451,92677,84427,85045,86901,80209,46875,16058
12,107,Florida,Putnam County,74163,0.4948424416488006,0.5051575583511994,0.8198967139948492,0.1731591224734706,0.008939767808745601,0.10218033251082076,4313,8967,7800,8319,7355,8776,11429,9973,5374,1857
12,109,Florida,St. Johns County,254261,0.48775470874416443,0.5122452912558355,0.9072921132222401,0.06381631473171269,0.04082812543016821,0.07202834882266647,12573,32361,27994,24742,32906,35846,36359,31356,14550,5574
12,111,Florida,St. Lucie County,321128,0.4888237712064971,0.5111762287935029,0.7598403128970379,0.22512518372736104,0.026079943200219228,0.19548902618270597,16190,35891,34435,36727,35415,39881,45086,42195,25503,9805
12,113,Florida,Santa Rosa County,179349,0.5096432096080825,0.49035679039191743,0.9009361635693536,0.07639295451884315,0.03576825072902553,0.05701174804431583,10122,22285,20740,25038,23113,24447,24959,17509,8603,2533
12,115,Florida,Sarasota County,426718,0.47652548052812393,0.5234745194718761,0.9294733289901059,0.055495666927572775,0.022539475719327517,0.09338251491617415,15073,34299,35316,35753,35819,47296,66653,78861,53441,24207
12,117,Florida,Seminole County,467832,0.48310077121701805,0.5168992287829819,0.8138434309752218,0.1445262401887857,0.05880743514765984,0.21981181278749637,24795,55878,56459,67976,64803,64552,60836,42730,20368,9435
12,119,Florida,Sumter County,128754,0.4985786849340603,0.5014213150659397,0.9097659101853146,0.07929850723084331,0.011712257483262656,0.057497242804107056,2523,5136,5371,7523,7569,8588,17898,42567,26005,5574
12,121,Florida,Suwannee County,44191,0.5146523047679392,0.48534769523206084,0.8557851146160983,0.13559322033898305,0.009323165350410717,0.09630920323142722,2383,5386,4936,5497,4818,5468,6261,5268,3017,1157
12,123,Florida,Taylor County,21623,0.5456227165518198,0.4543772834481802,0.7832400684456365,0.20700180363501827,0.01165425704111363,0.04504462840493918,1228,2459,2231,3162,2521,2704,2898,2593,1398,429
12,125,Florida,Union County,14940,0.6441097724230255,0.3558902275769746,0.7595046854082999,0.23815261044176708,0.009170013386880857,0.057095046854082995,785,1655,1776,2277,1982,2051,2177,1372,702,163
12,127,Florida,Volusia County,547538,0.4880337072495425,0.5119662927504575,0.8588335421468464,0.1260332616183717,0.025864871479239798,0.14528124075406637,25929,54073,61178,64391,57068,67311,83855,75014,41740,16979
12,129,Florida,Wakulla County,32461,0.5337789963340624,0.4662210036659376,0.8509596130741505,0.14238624811312037,0.011490711931240566,0.03767598040725794,1803,3909,3497,4455,4438,4769,4504,3291,1393,402
12,131,Florida,Walton County,71375,0.5054991243432574,0.49450087565674256,0.9223397548161121,0.06125394045534151,0.020763572679509634,0.06380385288966725,4098,8043,6484,8618,8731,9521,11203,9181,4156,1340
12,133,Florida,Washington County,24880,0.5365755627009646,0.4634244372990354,0.8244372990353698,0.16181672025723473,0.00972668810289389,0.03701768488745981,1275,2814,2980,3490,3102,3453,3403,2606,1388,369
13,1,Georgia,Appling County,18507,0.499270546279786,0.5007294537202139,0.7867833792619009,0.2072188901496731,0.009617982385043498,0.10244772248338467,1255,2581,2264,2197,2206,2312,2503,1896,966,327
13,3,Georgia,Atkinson County,8297,0.5047607569000844,0.4952392430999156,0.7939014101482463,0.18572978184886105,0.010847294202723876,0.2497288176449319,598,1209,1123,1094,1026,1071,1009,708,371,88
13,5,Georgia,Bacon County,11185,0.4888690210102816,0.5111309789897184,0.8199374161823871,0.17943674564148412,0.008404112650871704,0.08708091193562807,732,1627,1434,1384,1454,1395,1365,1100,539,155
13,7,Georgia,Baker County,3092,0.4945019404915912,0.5054980595084088,0.5342820181112549,0.45601552393272965,0.012613195342820181,0.06047865459249677,164,322,346,340,307,403,514,412,187,97
13,9,Georgia,Baldwin County,44823,0.5073734466680052,0.49262655333199473,0.5515471967516676,0.43377283983669096,0.019655087789750798,0.02226535484014903,2125,4864,9654,5300,4755,5190,5758,4347,2095,735
13,11,Georgia,Banks County,18988,0.5079523909837792,0.49204760901622074,0.9511796924373288,0.036128080893195705,0.013324204760901622,0.07115020012639561,1119,2300,2330,2250,2369,2707,2592,2083,996,242
13,13,Georgia,Barrow County,80809,0.49000730116694924,0.5099926988330508,0.827964706901459,0.13868504745758517,0.04401737430236731,0.11529656350159016,5433,12091,9910,11819,11371,10793,9334,6357,2758,943
13,15,Georgia,Bartow County,106408,0.4931772047214495,0.5068227952785505,0.8680926246146906,0.12440793925268777,0.014190662356213819,0.08794451544996616,6886,14242,13416,14485,13347,15213,13903,9337,4202,1377
13,17,Georgia,Ben Hill County,16787,0.47447429558587,0.5255257044141299,0.6219098111634003,0.3693334127598737,0.010305593614106153,0.06225055102162388,1074,2390,2032,2044,1933,2113,2262,1756,885,298
13,19,Georgia,Berrien County,19252,0.49106586328693125,0.5089341367130688,0.8719613546644505,0.1170268024101392,0.014440058175773946,0.049189694577186784,1227,2590,2304,2428,2199,2595,2617,1929,1005,358
13,21,Georgia,Bibb County,153095,0.4692968418302361,0.5307031581697639,0.4156242855743166,0.5658186093602012,0.026081844606290212,0.034070348476436196,10433,20958,21762,20963,17707,18184,19212,14002,7003,2871
13,23,Georgia,Bleckley County,12838,0.47702134288830034,0.5229786571116997,0.7193488082255803,0.2748091603053435,0.01222931920859947,0.031157501168406293,678,1436,2361,1510,1378,1638,1674,1146,711,306
13,25,Georgia,Brantley County,18897,0.4927766312113034,0.5072233687886967,0.9543313753505848,0.04498068476477748,0.004762660739799968,0.01989733820183098,1146,2506,2326,2313,2194,2710,2562,1946,921,273
13,27,Georgia,Brooks County,15513,0.4879133629858828,0.5120866370141172,0.6317926900019338,0.3584090762586218,0.013408109327660673,0.05866047830851544,920,1897,1679,1830,1642,2083,2386,1882,946,248
13,29,Georgia,Bryan County,38109,0.49319058490120443,0.5068094150987955,0.8194914587105409,0.16633866015901755,0.030622687554121075,0.07294864730116246,2853,6402,4763,5399,5963,4763,3916,2573,1103,374
13,31,Georgia,Bulloch County,77296,0.4905687228317119,0.5094312771682882,0.68316601117781,0.3073768370937694,0.01828037673359553,0.04123111157110329,4466,8507,20637,10862,8192,7872,7900,5437,2586,837
13,33,Georgia,Burke County,22423,0.47638585381081927,0.5236141461891808,0.513267626990144,0.48374436962047895,0.007938277661329884,0.03255585782455515,1565,3241,2850,2719,2576,2780,3195,2192,981,324
13,35,Georgia,Butts County,24193,0.5280039680899433,0.4719960319100566,0.7015665688422271,0.296284049105113,0.0086388624808829,0.034720787004505434,1401,2800,3111,3489,3171,3320,3139,2286,1079,397
13,37,Georgia,Calhoun County,6352,0.6029596977329975,0.39704030226700254,0.37295340050377834,0.618073047858942,0.00850125944584383,0.04990554156171285,245,652,778,965,1014,884,819,549,290,156
13,39,Georgia,Camden County,53677,0.5117461855170744,0.48825381448292565,0.7808372300985524,0.20947519421726252,0.024964137340015277,0.06962013525346052,3845,7291,8253,8744,6066,5903,6256,4650,2119,550
13,43,Georgia,Candler County,10836,0.4903100775193798,0.5096899224806202,0.7346806939830196,0.25535252860834257,0.014673311184939091,0.12338501291989665,672,1592,1301,1308,1234,1360,1417,1212,566,174
13,45,Georgia,Carroll County,118121,0.48774561678279055,0.5122543832172095,0.7863885337916204,0.211037834085387,0.013029012622649655,0.07156221163044675,7583,15507,19894,16027,14374,14875,13781,9767,4852,1461
13,47,Georgia,Catoosa County,67420,0.4836843666567784,0.5163156333432216,0.9502373183031741,0.037763274992583806,0.017591219222782558,0.03126668644319193,3715,8838,8098,8181,8490,9388,8756,6947,3806,1201
13,49,Georgia,Charlton County,12968,0.5734114743985195,0.4265885256014806,0.670111042566317,0.30343923504009873,0.011258482418260333,0.04703886489821098,664,1446,1612,2101,1681,1743,1649,1175,669,228
13,51,Georgia,Chatham County,289195,0.4805684745586888,0.5194315254413112,0.5521879700548074,0.42392157540759695,0.03679178409031968,0.0655889624647729,18249,33466,41420,47322,35888,33324,35048,26584,12655,5239
13,53,Georgia,Chattahoochee County,10684,0.6404904530138524,0.3595095469861475,0.7381130662673157,0.22407338075627106,0.04633096218644702,0.16061400224634967,898,1211,3152,2686,1120,655,446,276,181,59
13,55,Georgia,Chattooga County,24790,0.5114965711980637,0.48850342880193626,0.8855990318676886,0.11246470350947962,0.007825736183945138,0.05389269866881807,1485,3094,3024,3142,3017,3302,3372,2512,1324,518
13,57,Georgia,Cherokee County,254149,0.4924984949773558,0.5075015050226442,0.8975797662001425,0.08482032193713136,0.027188775088629113,0.10803505030513597,15017,35586,31940,30588,35022,38303,32313,23007,9667,2706
13,59,Georgia,Clarke County,127330,0.47374538600486926,0.5262546139951307,0.6649179297887379,0.2956883688054661,0.05137830833267887,0.108631115997801,6662,12144,36113,20992,14419,11570,11471,8528,3844,1587
13,61,Georgia,Clay County,2887,0.47177000346380327,0.5282299965361967,0.38482854173882924,0.6096293730516107,0.0065812261863526155,0.01662625562868029,149,334,276,307,311,295,441,463,229,82
13,63,Georgia,Clayton County,289615,0.4680489615524058,0.5319510384475942,0.21366296635188095,0.7404381679125736,0.05655439117449027,0.13340123957667938,21675,45919,41628,45572,37941,37925,31958,18412,6691,1894
13,65,Georgia,Clinch County,6648,0.4861612515042118,0.5138387484957883,0.7126955475330926,0.2842960288808664,0.005565583634175692,0.058664259927797835,438,961,852,852,784,865,819,680,317,80
13,67,Georgia,Cobb County,756865,0.4843664325870532,0.5156335674129469,0.6482952706228984,0.3029285275445423,0.064113150958229,0.13189142053074193,46903,100154,99090,111023,106877,107811,92230,58971,24858,8948
